external_player_id,cpf,name,birth_date,declared_income_monthly,pep_flag,status,profession,nationality,registration_date,self_exclusion_flag,email,phone,deposit_limit_daily
PLY-NORM-023,22751741827,Beatriz Costa,1996-08-16,2500.00,false,ACTIVE,Farmacêutico,BR,2025-11-15T12:00:00Z,false,ply.norm.023@fictibet.test,5511953826716,
PLY-NORM-024,46036587044,Rodrigo Lima,1997-12-24,10000.00,false,ACTIVE,Advogado,BR,2025-05-24T12:00:00Z,false,ply.norm.024@fictibet.test,5511996423126,
PLY-NORM-025,37044154194,Pedro Monteiro,1973-12-11,5500.00,false,ACTIVE,Analista de Sistemas,BR,2026-02-03T12:00:00Z,false,ply.norm.025@fictibet.test,5511978406989,
PLY-NORM-026,20771041378,Juliana Oliveira,1974-11-28,4500.00,false,ACTIVE,Engenheiro,BR,2025-11-04T12:00:00Z,false,ply.norm.026@fictibet.test,5511916090908,
PLY-NORM-027,21250157925,Ricardo Monteiro,2003-06-09,2500.00,false,ACTIVE,Advogado,BR,2025-11-20T12:00:00Z,false,ply.norm.027@fictibet.test,5511996125636,
PLY-NORM-028,28879756454,Vanessa Martins,1990-02-01,7000.00,false,ACTIVE,Contador,BR,2025-07-13T12:00:00Z,false,ply.norm.028@fictibet.test,5511975563727,
PLY-NORM-029,46532496588,Gustavo Fernandes,1974-04-12,5500.00,false,ACTIVE,Vendedor,BR,2025-10-10T12:00:00Z,false,ply.norm.029@fictibet.test,5511958812137,
PLY-NORM-030,81528283622,Lucas Alves,1989-11-04,7000.00,false,ACTIVE,Enfermeiro,BR,2025-12-26T12:00:00Z,false,ply.norm.030@fictibet.test,5511915492573,
PLY-NORM-031,49824432345,Fernanda Araújo,1983-11-21,4500.00,false,ACTIVE,Administrador,BR,2025-10-20T12:00:00Z,false,ply.norm.031@fictibet.test,5511965569635,
PLY-NORM-032,68558805795,Carolina Santos,1970-06-25,3500.00,false,ACTIVE,Advogado,BR,2025-12-28T12:00:00Z,false,ply.norm.032@fictibet.test,5511935159040,
PLY-NORM-033,84851345353,Lucas Souza,1974-12-05,12000.00,false,ACTIVE,Analista de Sistemas,BR,2025-05-29T12:00:00Z,false,ply.norm.033@fictibet.test,5511949555330,
PLY-NORM-034,29025789079,Arthur Lima,1993-01-12,4500.00,false,ACTIVE,Advogado,BR,2025-11-17T12:00:00Z,false,ply.norm.034@fictibet.test,5511933491314,
PLY-NORM-035,86365017788,Ricardo Barbosa,1979-04-28,8500.00,false,ACTIVE,Dentista,BR,2025-12-11T12:00:00Z,false,ply.norm.035@fictibet.test,5511923763566,
PLY-NORM-036,69832398633,Beatriz Nascimento,1980-12-04,4500.00,false,ACTIVE,Farmacêutico,BR,2025-08-21T12:00:00Z,false,ply.norm.036@fictibet.test,5511905197528,
PLY-NORM-037,74074263026,Marcos Lima,1984-04-01,5500.00,false,ACTIVE,Engenheiro,BR,2025-11-26T12:00:00Z,false,ply.norm.037@fictibet.test,5511944058573,
PLY-NORM-038,97407507057,Fábio Carvalho,1991-01-04,7000.00,false,ACTIVE,Vendedor,BR,2025-10-22T12:00:00Z,false,ply.norm.038@fictibet.test,5511977925434,
PLY-NORM-039,68396828876,Marcos Araújo,1997-10-17,3500.00,false,ACTIVE,Engenheiro,BR,2026-01-04T12:00:00Z,false,ply.norm.039@fictibet.test,5511977388337,
PLY-NORM-040,68878784464,Lucas Ribeiro,1982-06-14,2500.00,false,ACTIVE,Advogado,BR,2026-01-28T12:00:00Z,false,ply.norm.040@fictibet.test,5511944318698,
PLY-NORM-041,80009351056,Vanessa Gomes,1990-07-23,3500.00,false,ACTIVE,Administrador,BR,2025-10-04T12:00:00Z,false,ply.norm.041@fictibet.test,5511917084279,
PLY-NORM-042,35352356774,Vanessa Carvalho,1970-05-10,10000.00,false,ACTIVE,Engenheiro,BR,2025-11-17T12:00:00Z,false,ply.norm.042@fictibet.test,5511977844239,
PLY-NORM-043,72126651209,André Rodrigues,2002-08-26,8500.00,false,ACTIVE,Advogado,BR,2025-12-08T12:00:00Z,false,ply.norm.043@fictibet.test,5511911381064,
PLY-NORM-044,41398012517,Camila Pereira,1971-01-08,8500.00,false,ACTIVE,Contador,BR,2025-07-04T12:00:00Z,false,ply.norm.044@fictibet.test,5511909774839,
PLY-NORM-045,76073684406,Roberto Almeida,1979-11-23,5500.00,false,ACTIVE,Jornalista,BR,2026-03-02T12:00:00Z,false,ply.norm.045@fictibet.test,5511914305904,
PLY-NORM-046,72354153747,Pedro Alves,1985-02-15,5500.00,false,ACTIVE,Dentista,BR,2025-12-26T12:00:00Z,false,ply.norm.046@fictibet.test,5511962363359,
PLY-NORM-047,73958187345,Fábio Gomes,1998-03-24,8500.00,false,ACTIVE,Designer,BR,2025-07-04T12:00:00Z,false,ply.norm.047@fictibet.test,5511934788100,
PLY-NORM-048,76663475091,Beatriz Nascimento,1998-02-23,7000.00,false,ACTIVE,Motorista,BR,2025-10-09T12:00:00Z,false,ply.norm.048@fictibet.test,5511936468984,
PLY-NORM-049,27774181255,Larissa Carvalho,1979-12-07,3500.00,false,ACTIVE,Engenheiro,BR,2026-01-31T12:00:00Z,false,ply.norm.049@fictibet.test,5511954707061,
PLY-NORM-050,16080704047,Fernanda Gomes,1994-10-23,12000.00,false,ACTIVE,Farmacêutico,BR,2026-02-22T12:00:00Z,false,ply.norm.050@fictibet.test,5511977267850,
PLY-NORM-051,61293684848,Vanessa Carvalho,1996-09-24,2500.00,false,ACTIVE,Dentista,BR,2025-05-29T12:00:00Z,false,ply.norm.051@fictibet.test,5511980967191,
PLY-NORM-052,67006823094,Daniel Silva,1994-06-22,5500.00,false,ACTIVE,Médico,BR,2025-08-09T12:00:00Z,false,ply.norm.052@fictibet.test,5511922151928,
PLY-NORM-053,95816547455,Gabriel Carvalho,1971-02-21,4500.00,false,ACTIVE,Vendedor,BR,2025-07-28T12:00:00Z,false,ply.norm.053@fictibet.test,5511961968116,
PLY-NORM-054,54577911667,Fernanda Martins,1990-06-25,7000.00,false,ACTIVE,Enfermeiro,BR,2025-08-22T12:00:00Z,false,ply.norm.054@fictibet.test,5511956581473,
PLY-NORM-055,16611754494,Marcos Almeida,1974-11-02,12000.00,false,ACTIVE,Motorista,BR,2026-02-17T12:00:00Z,false,ply.norm.055@fictibet.test,5511926757737,
PLY-NORM-056,28204411906,Eduardo Souza,1983-08-23,4500.00,false,ACTIVE,Dentista,BR,2025-10-24T12:00:00Z,false,ply.norm.056@fictibet.test,5511949512272,
PLY-NORM-057,24220803878,Gabriel Lima,1994-07-23,3500.00,false,ACTIVE,Professor,BR,2025-11-23T12:00:00Z,false,ply.norm.057@fictibet.test,5511979470029,
PLY-NORM-058,51972485812,Felipe Monteiro,1972-06-18,5500.00,false,ACTIVE,Advogado,BR,2025-07-28T12:00:00Z,false,ply.norm.058@fictibet.test,5511949737181,
PLY-NORM-059,24990302189,Leonardo Fernandes,1999-12-05,8500.00,false,ACTIVE,Vendedor,BR,2025-07-25T12:00:00Z,false,ply.norm.059@fictibet.test,5511998488338,
PLY-NORM-060,86964171798,Eduardo Martins,1997-12-19,7000.00,false,ACTIVE,Técnico,BR,2025-10-18T12:00:00Z,false,ply.norm.060@fictibet.test,5511932949803,
PLY-NORM-061,73916119262,Beatriz Martins,1994-06-01,7000.00,false,ACTIVE,Farmacêutico,BR,2025-06-24T12:00:00Z,false,ply.norm.061@fictibet.test,5511943622663,
PLY-NORM-062,54059288123,Carolina Barbosa,1987-09-01,5500.00,false,ACTIVE,Motorista,BR,2025-06-13T12:00:00Z,false,ply.norm.062@fictibet.test,5511911490777,
PLY-NORM-063,85112869912,Beatriz Rocha,2001-08-26,10000.00,false,ACTIVE,Professor,BR,2026-02-24T12:00:00Z,false,ply.norm.063@fictibet.test,5511939491631,
PLY-NORM-064,59742402490,Eduardo Alves,2003-06-14,5500.00,false,ACTIVE,Técnico,BR,2025-05-27T12:00:00Z,false,ply.norm.064@fictibet.test,5511947219209,
PLY-NORM-065,45676674087,Larissa Souza,1982-06-04,7000.00,false,ACTIVE,Dentista,BR,2025-06-03T12:00:00Z,false,ply.norm.065@fictibet.test,5511992632184,
PLY-NORM-066,77596792264,Carolina Monteiro,2003-10-10,5500.00,false,ACTIVE,Farmacêutico,BR,2026-01-12T12:00:00Z,false,ply.norm.066@fictibet.test,5511926054020,
PLY-NORM-067,49425401235,Lucas Alves,1978-05-02,8500.00,false,ACTIVE,Administrador,BR,2026-02-05T12:00:00Z,false,ply.norm.067@fictibet.test,5511939209916,
PLY-NORM-068,87362090818,Amanda Rocha,2000-08-11,12000.00,false,ACTIVE,Analista de Sistemas,BR,2025-11-30T12:00:00Z,false,ply.norm.068@fictibet.test,5511933887075,
PLY-NORM-069,22120894428,Roberto Rocha,1974-10-21,3500.00,false,ACTIVE,Vendedor,BR,2026-02-05T12:00:00Z,false,ply.norm.069@fictibet.test,5511920024960,
PLY-NORM-070,23950873922,Ricardo Barbosa,1984-09-13,7000.00,false,ACTIVE,Jornalista,BR,2025-07-17T12:00:00Z,false,ply.norm.070@fictibet.test,5511959421007,
PLY-NORM-071,88621009477,Pedro Barbosa,1976-04-21,10000.00,false,ACTIVE,Enfermeiro,BR,2025-11-16T12:00:00Z,false,ply.norm.071@fictibet.test,5511988641164,
PLY-NORM-072,83760967545,Rafael Costa,1970-07-15,5500.00,false,ACTIVE,Designer,BR,2025-05-04T12:00:00Z,false,ply.norm.072@fictibet.test,5511939092160,
PLY-NORM-073,51691057849,Rodrigo Oliveira,1984-05-26,7000.00,false,ACTIVE,Contador,BR,2025-04-18T12:00:00Z,false,ply.norm.073@fictibet.test,5511988742485,
PLY-NORM-074,83507404483,Larissa Pereira,1987-03-03,10000.00,false,ACTIVE,Vendedor,BR,2026-02-02T12:00:00Z,false,ply.norm.074@fictibet.test,5511941286958,
PLY-NORM-075,24771051606,Rodrigo Lima,1995-05-17,7000.00,false,ACTIVE,Designer,BR,2025-06-01T12:00:00Z,false,ply.norm.075@fictibet.test,5511958755000,
PLY-NORM-076,69654617084,Carlos Barbosa,1986-01-03,2500.00,false,ACTIVE,Advogado,BR,2025-11-07T12:00:00Z,false,ply.norm.076@fictibet.test,5511977201917,
PLY-NORM-077,16769929259,Juliana Rocha,2003-11-15,7000.00,false,ACTIVE,Vendedor,BR,2025-10-13T12:00:00Z,false,ply.norm.077@fictibet.test,5511978561612,
PLY-NORM-078,22751995138,Eduardo Fernandes,1996-06-11,12000.00,false,ACTIVE,Farmacêutico,BR,2026-01-10T12:00:00Z,false,ply.norm.078@fictibet.test,5511921585546,
PLY-NORM-079,65599182910,Arthur Martins,1975-06-09,12000.00,false,ACTIVE,Professor,BR,2025-09-20T12:00:00Z,false,ply.norm.079@fictibet.test,5511954247457,
PLY-NORM-080,72459963885,Ricardo Santos,1982-09-12,2500.00,false,ACTIVE,Dentista,BR,2025-04-20T12:00:00Z,false,ply.norm.080@fictibet.test,5511966906611,
PLY-INCO-081,45234014356,Gustavo Lima,1998-12-16,1800.00,false,ACTIVE,Analista de Sistemas,BR,2026-01-01T12:00:00Z,false,ply.inco.081@fictibet.test,5511984560158,
PLY-INCO-082,84349105720,Lucas Alves,1996-02-08,2200.00,false,ACTIVE,Designer,BR,2026-01-05T12:00:00Z,false,ply.inco.082@fictibet.test,5511915766039,
PLY-INCO-083,79973012590,Carolina Gomes,2000-08-08,3200.00,false,ACTIVE,Administrador,BR,2025-07-14T12:00:00Z,false,ply.inco.083@fictibet.test,5511919413516,
PLY-INCO-084,22300902025,Carolina Gomes,1991-09-09,2200.00,false,ACTIVE,Enfermeiro,BR,2026-03-03T12:00:00Z,false,ply.inco.084@fictibet.test,5511997448913,
PLY-INCO-085,30896135157,André Alves,2000-06-11,3200.00,false,ACTIVE,Dentista,BR,2025-05-26T12:00:00Z,false,ply.inco.085@fictibet.test,5511972937948,
PLY-INCO-086,39504714583,Beatriz Monteiro,1994-04-28,2800.00,false,ACTIVE,Analista de Sistemas,BR,2025-08-06T12:00:00Z,false,ply.inco.086@fictibet.test,5511942704903,
PLY-INCO-087,99424429816,Thiago Rocha,1972-03-17,3200.00,false,ACTIVE,Técnico,BR,2025-05-06T12:00:00Z,false,ply.inco.087@fictibet.test,5511913470708,
PLY-INCO-088,11962491159,Thiago Gomes,1979-02-16,1800.00,false,ACTIVE,Técnico,BR,2025-10-20T12:00:00Z,false,ply.inco.088@fictibet.test,5511983652460,
PLY-INCO-089,56607977055,Paulo Araújo,2001-09-02,1800.00,false,ACTIVE,Professor,BR,2025-04-22T12:00:00Z,false,ply.inco.089@fictibet.test,5511931510328,
PLY-INCO-090,44348682795,Matheus Gomes,1976-11-23,2800.00,false,ACTIVE,Designer,BR,2026-01-12T12:00:00Z,false,ply.inco.090@fictibet.test,5511922329103,
PLY-STRU-091,53147202662,Pedro Lima,1992-06-14,3000.00,false,ACTIVE,Motorista,BR,2025-12-20T12:00:00Z,false,ply.stru.091@fictibet.test,5511971291936,
PLY-STRU-092,34878681702,Ana Costa,1975-10-28,5000.00,false,ACTIVE,Contador,BR,2025-08-21T12:00:00Z,false,ply.stru.092@fictibet.test,5511991688771,
PLY-STRU-093,40679457010,Rodrigo Nascimento,1999-05-22,5000.00,false,ACTIVE,Jornalista,BR,2026-02-28T12:00:00Z,false,ply.stru.093@fictibet.test,5511962445234,
PLY-STRU-094,19268434739,André Fernandes,1989-11-14,5000.00,false,ACTIVE,Designer,BR,2025-10-27T12:00:00Z,false,ply.stru.094@fictibet.test,5511940550084,
PLY-STRU-095,40522843390,Paulo Monteiro,1992-10-10,4000.00,false,ACTIVE,Analista de Sistemas,BR,2025-10-04T12:00:00Z,false,ply.stru.095@fictibet.test,5511988346110,
PLY-STRU-096,43495849178,Marcos Almeida,1982-10-09,3000.00,false,ACTIVE,Advogado,BR,2025-12-24T12:00:00Z,false,ply.stru.096@fictibet.test,5511913041121,
PLY-STRU-097,16188288504,Diego Pereira,1975-05-11,3000.00,false,ACTIVE,Vendedor,BR,2025-08-04T12:00:00Z,false,ply.stru.097@fictibet.test,5511926950221,
PLY-STRU-098,80999470334,Carolina Costa,1986-08-26,4000.00,false,ACTIVE,Médico,BR,2025-10-04T12:00:00Z,false,ply.stru.098@fictibet.test,5511945461591,
PLY-NETW-099,22725529819,Thiago Almeida,1995-09-12,6000.00,false,ACTIVE,Dentista,BR,2026-01-17T12:00:00Z,false,ply.netw.099@fictibet.test,5511952958901,
PLY-NETW-100,59197931383,Mariana Monteiro,1994-11-12,3000.00,false,ACTIVE,Advogado,BR,2026-01-08T12:00:00Z,false,ply.netw.100@fictibet.test,5511931383044,
PLY-NETW-101,95535372823,Larissa Oliveira,1999-12-10,5000.00,false,ACTIVE,Engenheiro,BR,2025-04-06T12:00:00Z,false,ply.netw.101@fictibet.test,5511915659979,
PLY-NETW-102,25000708513,Bruno Almeida,1978-07-15,3000.00,false,ACTIVE,Advogado,BR,2025-08-27T12:00:00Z,false,ply.netw.102@fictibet.test,5511999742578,
PLY-NETW-103,30300588783,Ricardo Souza,2001-10-14,6000.00,false,ACTIVE,Analista de Sistemas,BR,2025-10-12T12:00:00Z,false,ply.netw.103@fictibet.test,5511992647902,
PLY-NETW-104,24442626586,Diego Alves,1992-01-13,6000.00,false,ACTIVE,Motorista,BR,2025-10-14T12:00:00Z,false,ply.netw.104@fictibet.test,5511916395999,
PLY-NETW-105,38616373834,Gabriel Santos,1991-04-05,3000.00,false,ACTIVE,Motorista,BR,2025-05-19T12:00:00Z,false,ply.netw.105@fictibet.test,5511909208698,
PLY-NETW-106,38288299962,Larissa Araújo,1979-10-01,4000.00,false,ACTIVE,Farmacêutico,BR,2025-10-14T12:00:00Z,false,ply.netw.106@fictibet.test,5511919419691,
PLY-NETW-107,34904427237,Felipe Silva,1978-01-12,5000.00,false,ACTIVE,Contador,BR,2025-11-03T12:00:00Z,false,ply.netw.107@fictibet.test,5511943455870,
PLY-NETW-108,27404921267,Ricardo Ribeiro,1977-12-03,5000.00,false,ACTIVE,Designer,BR,2025-07-04T12:00:00Z,false,ply.netw.108@fictibet.test,5511948592048,
PLY-NETW-109,80660825243,Larissa Barbosa,1972-12-26,3000.00,false,ACTIVE,Enfermeiro,BR,2025-06-11T12:00:00Z,false,ply.netw.109@fictibet.test,5511961477426,
PLY-NETW-110,78713406910,Roberto Gomes,1976-08-23,3000.00,false,ACTIVE,Professor,BR,2025-07-20T12:00:00Z,false,ply.netw.110@fictibet.test,5511910843514,
PLY-BONU-111,27461972241,Carolina Barbosa,1990-07-20,2500.00,false,ACTIVE,Enfermeiro,BR,2025-06-06T12:00:00Z,false,ply.bonu.111@fictibet.test,5511960896652,
PLY-BONU-112,25899021536,Fernanda Gomes,1998-04-14,3500.00,false,ACTIVE,Farmacêutico,BR,2025-09-12T12:00:00Z,false,ply.bonu.112@fictibet.test,5511960867592,
PLY-BONU-113,53358063535,Leonardo Araújo,1986-06-05,4500.00,false,ACTIVE,Professor,BR,2025-07-05T12:00:00Z,false,ply.bonu.113@fictibet.test,5511912243983,
PLY-BONU-114,24739797409,Diego Pereira,1973-10-18,2500.00,false,ACTIVE,Técnico,BR,2025-05-21T12:00:00Z,false,ply.bonu.114@fictibet.test,5511989927658,
PLY-BONU-115,92839737518,Vanessa Fernandes,1976-10-17,3500.00,false,ACTIVE,Vendedor,BR,2025-11-16T12:00:00Z,false,ply.bonu.115@fictibet.test,5511988145654,
PLY-PEP_-116,86645295200,Diego Souza,1987-10-08,8000.00,true,ACTIVE,Secretário de Estado,BR,2025-07-28T12:00:00Z,false,ply.pep_.116@fictibet.test,5511975291541,
PLY-PEP_-117,11148679234,Juliana Nascimento,1989-06-12,8000.00,true,ACTIVE,Diretor de Autarquia,BR,2026-03-01T12:00:00Z,false,ply.pep_.117@fictibet.test,5511924347841,
PLY-PEP_-118,18721605838,João Rodrigues,1994-07-15,50000.00,true,ACTIVE,Deputado Federal,BR,2025-09-11T12:00:00Z,false,ply.pep_.118@fictibet.test,5511921127115,
PLY-PEP_-119,94042174382,Matheus Santos,1979-03-25,25000.00,false,ACTIVE,Empresário,BR,2025-04-22T12:00:00Z,false,ply.pep_.119@fictibet.test,5511906679008,
PLY-PEP_-120,76245639018,André Gomes,1987-04-25,25000.00,false,ACTIVE,Empresário,BR,2025-06-15T12:00:00Z,false,ply.pep_.120@fictibet.test,5511915276327,
